file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\org\mindrot\BCrypt.java,org.mindrot.BCrypt,class,3,4,1,3,64,1,0,24,73,0.8714285,0.2,0.2,14,9,6,8,0,0,6,0,1,0,10,8,1,9,0,0,8,0,20,245,13,16,12,2,37,22,1330,123,42,63,3,0,0,0,259,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\frontend\org\voltdb\utils\SnapshotComparer.java,org.voltdb.utils.SnapshotComparer$Config,innerclass,2,2,0,2,88,1,0,7,0,0.071428575,NaN,NaN,1,0,1,0,0,0,1,0,0,0,14,0,0,0,0,14,0,0,36,263,0,2,26,2,14,66,25,41,15,18,4,0,0,0,69,8,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\client\BulkClient.java,org.voltdb.client.BulkClient,class,6,9,3,6,26,1,0,27,19,0.87619036,0.0,0.0,7,1,3,2,2,0,5,2,0,0,15,1,0,13,2,0,10,0,9,854,0,5,5,3,2,28,29,40,8,30,2,1,7,0,201,1025,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\regressionsuites\TestMaterializedViewSuite.java,org.voltdb.regressionsuites.TestMaterializedViewSuite,class,27,28,1,27,200,4,0,78,984,0.9183674,0.1308677,0.14935988,49,1,38,11,0,0,38,0,0,0,6,6,0,5,0,1,6,0,565,1806,5,28,77,21,115,1132,1971,476,71,162,6,0,0,0,382,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\regressionsuites\TestDecimalDefaults.java,org.voltdb.regressionsuites.TestDecimalDefaults,class,10,11,1,10,4,4,0,14,6,0.0,0.0,0.0,4,2,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,6,37,2,0,0,0,0,26,13,11,1,8,0,0,0,0,56,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\io\CharSource.java,com.google_voltpatches.common.io.CharSource$CharSequenceCharSource$Anonymous1,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\utils\TestUpdateRetentionPolicy.java,org.voltdb.utils.TestUpdateRetentionPolicy$Anonymous1,anonymous,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,14,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\util\concurrent\CycleDetectingLockFactory.java,com.google_voltpatches.common.util.concurrent.CycleDetectingLockFactory$Anonymous4,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\test_apps\voter-tracing-benchmark\procedures\voter\DistinctCount.java,voter.DistinctCount,class,3,3,0,3,3,2,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,9,2,0,2,0,0,1,6,2,0,2,1,0,0,0,31,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\collect\StandardTable.java,com.google_voltpatches.common.collect.StandardTable$ColumnMap$ColumnMapEntrySet,innerclass,9,9,0,9,11,5,0,18,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,46,8,1,0,0,0,1,0,5,0,4,2,1,0,0,24,0,0
